X,Y,FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,FIPS,DIRECTIONS,NAICSCODE,NAICSDESCR,GEOPREC,PHONELOC,AGENCIES,AGENCY_PH,UNIQUE_ID,NUM_AGENCY,LONGITUDE,LATITUDE,ZIP4
-13695167.9697,5612193.8098,560,REAL ESTATE BUILDING,(503) 378-4170,1177 CENTER STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,NE CORNER OF CENTER STREET NE AND 12TH STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,REAL ESTATE COMMISSIONER,NOT AVAILABLE,10466249,1,-123.0257867,44.9407192,2503
-9378974.345,3569456.0688,561,MCLAY COMMERCE ONE,NOT AVAILABLE,3600 MACLAY BOULEVARD SOUTH,NOT AVAILABLE,TALLAHASSEE,FL,32312,LEON,12073,LOCATED ON THE NW SIDE OF MACLAY BOULEVARD SOUTH 0.03 MILES NE OF MOSSWOOD CHASE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,COMMISSION ON ETHICS,(850) 488-7864,10407319,1,-84.2527599,30.5113973,1267
-9660810.6943,4322982.6544,562,AMERICAN LEGION BUILDING,(615) 741-2931,215 8TH AVENUE NORTH,NOT AVAILABLE,NASHVILLE,TN,37206,DAVIDSON,47037,ON THE WEST SIDE OF 8TH AVENUE NORTH BETWEEN CHURCH STREET AND UNION STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,TENNESSEE DEPARTMENT OF VETERANS AFFAIRS,(615) 741-6663,10405384,1,-86.7845389,36.1623432,3501
-9655888.5876,4319231.0175,563,TENNESSEE DEPARTMENT OF SAFETY,(615) 251-5216,1150 FOSTER AVENUE,NOT AVAILABLE,NASHVILLE,TN,37210,DAVIDSON,47037,ABOUT 0.07 MILES NORTH OF WOODYCREST AVENUE ON THE EAST SIDE OF FOSTER AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,TN STATE FIRE MARSHAL,NOT AVAILABLE,10405342,1,-86.740323,36.13513,4406
-8571381.8327,4707360.1846,564,NOT AVAILABLE,NOT AVAILABLE,609 H STREET NE,NOT AVAILABLE,WASHINGTON,DC,20002,DISTRICT OF COLUMBIA,11001,ON THE SOUTH SIDE OF H STREET NE BETWEEN 6TH STREET NE AND 7TH STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF EMPLOYMENT SERVICES,(202) 724-7000,10405516,1,-76.9980328,38.9000181,4347
-8211083.2842,5258912.0108,565,THE GOVERNOR NELSON A ROCKEFELLER EMPIRE STATE PLAZA AGENCY BUILDING 2,NOT AVAILABLE,SOUTH SWAN STREET,NOT AVAILABLE,ALBANY,NY,12223,ALBANY,36001,"LOCATED ON THE SE SIDE OF SOUTH SWAN STREET, 0.09 MILES NE OF MADISON AVENUE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"AGING, OFFICE FOR THE; EMPLOYEE RELATIONS, GOVERNORS OFFICE OF; HUMAN RIGHTS, STATE DIVISION OF; INSPECTOR GENERAL, OFFICE OF THE; LABOR, DEPARTMENT OF; LOBBYING, TEMPORARY STATE COMMISSION ON",NOT AVAILABLE,10404761,6,-73.7614158,42.6504159,N/A
-8211012.7069,5259028.3944,566,THE GOVERNOR NELSON A ROCKEFELLER EMPIRE STATE PLAZA AGENCY BUILDING 3,NOT AVAILABLE,SOUTH SWAN STREET,NOT AVAILABLE,ALBANY,NY,12223,ALBANY,36001,SE SIDE OF SOUTH SWAN STREET 0.14 MILES NE OF MADISON AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"PUBLIC SERVICE, DEPARTMENT OF",NOT AVAILABLE,10404735,1,-73.7607821,42.6511844,N/A
-8210926.9951,5259119.3558,567,THE GOVERNOR NELSON A ROCKEFELLER EMPIRE STATE PLAZA AGENCY BUILDING 4,NOT AVAILABLE,SOUTH SWAN STREET,NOT AVAILABLE,ALBANY,NY,12223,ALBANY,36001,0.06 MILES SE OF SOUTH SWAN STREET ON THE SW SIDE OF STATE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"COURT ADMINISTRATION, OFFICE OF; HOUSING TRUST FUND CORPORATION; LAW - ATTORNEY GENERAL, DEPARTMENT OF",NOT AVAILABLE,10404741,3,-73.7600119,42.6517854,N/A
-12469310.2839,5875324.0045,568,MONTANA DEPARTMENT OF CORRECTIONS BUILDING,NOT AVAILABLE,1539 11TH AVENUE,NOT AVAILABLE,HELENA,MT,59601,LEWIS AND CLARK,30049,"LOCATED ON THE SOUTH SIDE OF 11TH AVENUE, BETWEEN NORTH OAKES STREET AND NORTH SANDERS STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF CORRECTIONS,(406) 444-3930,10405140,1,-112.0137197,46.5894901,4566
-8608505.7627,4489502.1427,569,VIRGINIA INFORMATION TECHNOLOGIES AGENCY,(804) 416-6100,11751 MEADOWVILLE LANE,NOT AVAILABLE,CHESTER,VA,23836,CHESTERFIELD,51041,ABOUT 0.22 MILES SE OF MEADOWVILLE ROAD ON THE SOUTH SIDE OF MEADOWVILLE LANE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,VIRGINIA INFORMATION TECHNOLOGIES AGENCY,NOT AVAILABLE,10406701,1,-77.331523,37.360689,N/A
-11875876.3169,3735455.6602,570,NEW MEXICO BORDER AUTHORITY - SANTA TERESA,(505) 589-6501,220 PETE V DOMENICI HIGHWAY,NOT AVAILABLE,SANTA TERESA,NM,88008,DONA ANA,35013,"LOCATED ON THE EAST SIDE OF PETE V DOMENICI HIGHWAY, 0.16 MILES SOUTH OF CATTLEMANS DRIVE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,NEW MEXICO BORDER AUTHORITY,(505) 589-6501,10404997,1,-106.6828117,31.7875511,N/A
-8080956.0361,5505177.97,571,802 SPIRITS,(802) 828-2345,13 GREEN MOUNTAIN DRIVE,NOT AVAILABLE,MONTPELIER,VT,05602,WASHINGTON,50023,LOCATED ON THE NE SIDE OF GREEN MOUNTAIN DRIVE 0.31 MILES SW OF MEMORIAL DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF LIQUOR,NOT AVAILABLE,10405400,1,-72.5924628,44.2562149,2708
-13695266.8377,5611451.6959,572,GENERAL SERVICES ANNEX,(503) 378-2865,1257 FERRY STREET SE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,NE SIDE OF FERRY STREET SE BETWEEN 13TH STREET SE AND 12TH STREET SE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,OREGON DISABILITIES COMMISSION,(503) 378-3142,10466251,1,-123.0266754,44.9360008,4278
-13692495.081,5609944.2195,573,STATE DATA CENTER,(503) 378-2176,530 AIRPORT ROAD SE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,ENTRANCE IS ON EAST SIDE OF AIRPORT ROAD SE APPROXIMATELY 0.22 MILES SOUTH OF THE INTERSECTION WITH STATE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF ADMINISTRATIVE SERVICES,NOT AVAILABLE,10466235,NOT AVAILABLE,-123.0017761,44.926414,5068
-13694942.111,5612351.8628,574,MILL CREEK BUILDING,(503) 986-3300,555 13TH STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,NW SIDE OF 13TH STREET NE AND MARION STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,"RAIL; PUBLIC TRANSIT; TRANSPORTATION DEVELOPMENT",NOT AVAILABLE,10466238,3,-123.0237581,44.9417243,4178
-13695218.1875,5612413.8193,575,PUBLIC UTILITY COMMISSION BUILDING,(503) 378-5849,550 CAPITOL STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,NE CORNER OF CAPITOL STREET NE AND MARION STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,"OREGON DEPARTMENT OF TRANSPORTATION; MOTOR CARRIER TRANSPORTATION DIVISION",NOT AVAILABLE,10466237,2,-123.0262377,44.9421182,2529
-11805956.6474,4241332.8361,576,NEW MEXICO CORRECTIONS DEPARTMENT,(505) 827-8709,4337 STATE HIGHWAY 14,NOT AVAILABLE,SANTA FE,NM,87508,SANTA FE,35049,"LOCATED ON THE WEST SIDE OF NM-14, 1.02 MILES SOUTH OF CAMINO VISTA GRANDE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,NEW MEXICO CORRECTIONS DEPARTMENT,NOT AVAILABLE,10404998,1,-106.054713,35.567944,1530
-10610720.4993,3469420.4373,577,ELIAS RAMIREZ STATE BUILDING,NOT AVAILABLE,5425 POLK STREET,NOT AVAILABLE,HOUSTON,TX,77023,HARRIS,48201,ON THE NE SIDE OF POLK STREET 0.04 MILES SE OF LANSING STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"OFFICE OF THE ATTORNEY GENERAL; TX BUILDING AND PROCUREMENT COMMISSION; DEPARTMENT OF INFORMATION RESOURCES; BLIND COMMISSION FRANCHISE; DEPARTMENT OF PUBLIC SAFETY; TEXAS DEPARTMENT OF LICENSING AND REGULATION; TEXAS DEPARTMENT OF INSURANCE",(713) 767-3500,10404725,13,-95.317724,29.734131,1452
-10610693.4595,3808932.5613,578,COTTON BELT BUILDING,NOT AVAILABLE,1517 WEST FRONT STREET,NOT AVAILABLE,TYLER,TX,75702,SMITH,48423,"LOCATED ON THE NORTH SIDE OF WEST FRONT STREET, BETWEEN SOUTH HILL STREET AND PARK PLACE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"APPEALS, COURT OF -- 12TH",(903) 590-2980,10404730,1,-95.3174806,32.3468949,7854
-9606795.0387,3812896.2211,579,ALABAMA STATE HOUSE,(334) 242-7600,11 SOUTH UNION STREET,NOT AVAILABLE,MONTGOMERY,AL,36104,MONTGOMERY,01101,"LOCATED ON THE EAST SIDE OF SOUTH UNION STREET, BETWEEN MCDOWELL LEE LANE AND WASHINGTON AVENUE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"ATTORNEY GENERAL; HOUSE OF REPRESENTATIVES; LIEUTENANT GOVERNORS OFFICE; SENATE",(334) 242-7800,10405413,4,-86.2993081,32.3769707,N/A
-8210235.794,5258848.0499,580,NEW YORK STATE COMPTROLLERS HEADQUARTERS,(518) 408-3190,110 STATE STREET,NOT AVAILABLE,ALBANY,NY,12236,ALBANY,36001,ON THE SW SIDE OF STATE STREET BETWEEN EAGLE STREET AND LODGE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"STATE COMPTROLLER, OFFICE OF THE; TAXATION AND FINANCE, DEPARTMENT OF",(518) 474-2909,10404739,2,-73.753803,42.649993,0001
-8209679.8735,5259218.7927,581,DEPARTMENT OF CONSERVATION,NOT AVAILABLE,625 BROADWAY,NOT AVAILABLE,ALBANY,NY,12233,ALBANY,36001,"LOCATED ON THE EAST SIDE OF BROADWAY, BETWEEN ORANGE STREET, AND COLUMBIA STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"ENVIRONMENTAL CONSERVATION, DEPARTMENT OF; ENVIRONMENTAL FACILITIES CORPORATION, NEW YORK STATE; FRESHWATER WETLANDS APPEALS BOARD",NOT AVAILABLE,10404758,3,-73.7488089,42.6524421,0001
-10036778.5909,4668178.943,582,KENNETH HALL REGIONAL OFFICE BUILDING,NOT AVAILABLE,10 COLLINSVILLE AVENUE,NOT AVAILABLE,EAST SAINT LOUIS,IL,62201,ST CLAIR,17163,EAST CORNER OF THE INTERSECTION OF COLLINSVILLE AVENUE AND RIVERPARK DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"CENTRAL MANAGEMENT SERVICES, DEPARTMENT OF; EAST SAINT LOUIS FINANCIAL ADVISORY AUTHORITY, CITY OF; VETERANS AFFAIRS, DEPARTMENT OF",(618) 583-2075,10404833,3,-90.1619164,38.6255714,3005
-9979472.5415,4835976.3809,583,AIG AMERICAN GENERAL LIFE BUILDING,NOT AVAILABLE,801 SOUTH 7TH STREET,NOT AVAILABLE,SPRINGFIELD,IL,62703,SANGAMON,17167,LOCATED ON THE SW CORNER OF EAST LAWRENCE AVENUE AND SOUTH 7TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"STATE POLICE, ILLINOIS",(217) 528-2011,10404856,1,-89.6471266,39.7934788,N/A
-7766470.9985,5512423.0275,584,DEERING BUILDING,(207) 287-3751,90 BLOSSOM LANE,NOT AVAILABLE,AUGUSTA,ME,04330,KENNEBEC,23011,LOCATED ON THE NW CORNER OF TYSON DRIVE AND BLOSSOM LANE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"AGRICULTURE, DEPARTMENT OF; WORKERS COMPENSATION BOARD",(207) 287-3751,10404924,2,-69.767396,44.3028108,N/A
-13336332.8284,4795044.8365,585,NOT AVAILABLE,(775) 688-1180,350 CAPITOL HILL AVENUE,NOT AVAILABLE,RENO,NV,89502,WASHOE,32031,LOCATED ON THE SOUTH SIDE OF CAPITOL HILL AVENUE 0.05 MILES EAST OF SOUTH WELLS AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,AGRICULTURE,(775) 688-1180,10404577,1,-119.8023163,39.5103789,2923
-12478261.2727,3954748.2694,586,DEPARTMENT OF CORRECTIONS,(602) 542-5225,1601 WEST JEFFERSON STREET,NOT AVAILABLE,PHOENIX,AZ,85007,MARICOPA,04013,LOCATED ON THE SOUTH SIDE OF WEST JEFFERSON STREET 0.04 MILES WEST OF SOUTH 16TH AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"CORRECTIONS, DEPARTMENT OF",NOT AVAILABLE,10404613,1,-112.0941285,33.4467089,3002
-12478514.1904,3954600.1689,587,ARIZONA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING,(602) 712-7011,206 SOUTH 17TH AVENUE,NOT AVAILABLE,PHOENIX,AZ,85007,MARICOPA,04013,LOCATED ON THE SW CORNER OF SOUTH 17TH AVENUE AND WEST MADISON STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF TRANSPORTATION,(602) 712-7011,10404618,1,-112.0963997,33.4455988,3213
-13695294.326,5612779.8196,588,VETERANS BUILDING,(503) 373-2227,700 SUMMER STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,SE SIDE OF SUMMER STREET NE BETWEEN D STREET NE AND UNION STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,DEPARTMENT OF VETERANS AFFAIRS,NOT AVAILABLE,10467164,1,-123.0269222,44.944445,1288
-13692402.0167,5609771.9231,589,PRINT PLANT BUILDING,(503) 378-3397,550 AIRPORT ROAD SE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,ENTRANCE IS ON EAST SIDE OF AIRPORT ROAD SE APPROXIMATELY 0.22 MILES SOUTH OF THE INTERSECTION WITH STATE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,DEPARTMENT OF ADMINISTRATIVE SERVICES PUBLISHING AND DISTRIBUTION,NOT AVAILABLE,10466236,NOT AVAILABLE,-123.0009404,44.9253174,6076
-13695288.205,5613128.0372,590,ADOLPHSON HOUSE,(503) 378-2865,870 D STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,SW SIDE OF D STREET NE BETWEEN WINTER STREET NE AND SUMMER STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,"DEPARTMENT OF ADMINISTRATIVE SERVICES; LOCAL LANDMARK",NOT AVAILABLE,10466263,NOT AVAILABLE,-123.0268674,44.9466594,1212
-8322528.7889,4895711.8125,591,BUILDING 300,NOT AVAILABLE,300 RIVER VIEW PLAZA,NOT AVAILABLE,TRENTON,NJ,08611,MERCER,34021,"NW SIDE OF RIVER VIEW PLAZA, 240 FEET SW OF JOHN FITCH WAY",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"OFFICE OF INFORMATION AND TECHNOLOGY; NATIONAL OCEAN SERVICE",NOT AVAILABLE,10405249,2,-74.7625485,40.2045517,3422
-9603208.531,3817383.4271,592,ALABAMA DEPARTMENT OF TRANSPORTATION,(334) 242-6640,1409 COLISEUM BOULEVARD,NOT AVAILABLE,MONTGOMERY,AL,36110,MONTGOMERY,01101,"LOCATED ON THE WEST SIDE OF COLISEUM BOULEVARD, APPROXIMATELY 0.46 MILES NORTH OF FEDERAL DRIVE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,TRANSPORTATION DEPARTMENT,(334) 242-6640,10405415,1,-86.26709,32.411007,2060
-9602542.1725,3816735.353,593,ALABAMA NATIONAL GUARD,(334) 271-7400,1720 CONG W L DICKINSON DRIVE,NOT AVAILABLE,MONTGOMERY,AL,36109,MONTGOMERY,01101,"LOCATED ON THE SE SIDE OF CONG WEST L DICKINSON DRIVE, APPROXIMATELY 0.22 MILES NE OF COLISEUM BOULEVARD",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,MILITARY DEPARTMENT,(334) 271-7400,10405417,1,-86.261104,32.406092,2602
-8914311.4287,3089249.7409,594,4TH DISTRICT COURT OF APPEAL,(561) 242-2000,1525 PALM BEACH LAKES BOULEVARD,NOT AVAILABLE,WEST PALM BEACH,FL,33401,PALM BEACH,12099,LOCATED ON THE NORTH SIDE OF PALM BEACH LAKES BOULEVARD 0.11 MILES EAST OF FORUM WAY,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"15TH, 17TH AND 19TH CIRCUITS",NOT AVAILABLE,10405238,1,-80.0786221,26.7257525,2301
-9122008.6751,3255852.8403,595,LAWTON M CHILES JUNIOR COURTHOUSE,(863) 499-2290,1005 EAST MEMORIAL BOULEVARD,NOT AVAILABLE,LAKELAND,FL,33801,POLK,12105,LOCATED ON THE SE CORNER OF EAST MEMORIAL BOULEVARD AND NORTH INGRAHAM AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"6TH, 10TH, 12TH, 13TH AND 20TH CIRCUITS",(863) 499-2290,10405240,1,-81.944398,28.0545482,2019
-9756106.6373,5142468.4436,596,PARK ONE,NOT AVAILABLE,401 SOUTH CLINTON STREET,NOT AVAILABLE,CHICAGO,IL,60607,COOK,17031,ON THE EAST SIDE OF SOUTH CLINTON STREET BETWEEN VAN BUREN STREET AND WEST TILDEN STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"HEALTHCARE AND FAMILY SERVICES, DEPARTMENT OF; HUMAN SERVICES, DEPARTMENT OF",(312) 793-1533,10404831,2,-87.6405974,41.876304,3800
-9986855.0147,4835113.2812,597,THE ADMINISTRATIVE BUILDING OF THE ILLINOIS COURTS,NOT AVAILABLE,3101 OLD JACKSONVILLE ROAD,NOT AVAILABLE,SPRINGFIELD,IL,62704,SANGAMON,17167,LOCATED ON THE NORTH SIDE OF OLD JACKSONVILLE ROAD11 MILES EAST OF SOUTH KOKE MILL ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,COURTS OF ILLINOIS,(217) 557-3995,10404847,1,-89.713445,39.787521,6488
-9980295.975,4834954.0064,598,HARRIS BUILDING,NOT AVAILABLE,100 SOUTH GRAND AVENUE EAST,NOT AVAILABLE,SPRINGFIELD,IL,62704,SANGAMON,17167,"SOUTH SIDE OF SOUTH GRAND AVENUE EAST, BETWEEN SOUTH 2ND STREET AND SOUTH 1ST STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"CENTRAL MANAGEMENT SERVICES, DEPARTMENT OF; HUMAN SERVICES, DEPARTMENT OF",(217) 785-1544,10404841,2,-89.6545242,39.7864215,3802
-9980471.8438,4836919.6525,599,4TH DISTRICT APPELLATE COURT,NOT AVAILABLE,201 WEST MONROE STREET,NOT AVAILABLE,SPRINGFIELD,IL,62704,SANGAMON,17167,LOCATED ON THE NORTH SIDE OF WEST MONROE STREET 0.07 MILES EAST OF SOUTH COLLEGE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,COURTS OF ILLINOIS,(217) 782-2586,10404845,1,-89.656104,39.799989,1872
-12478538.1143,3954748.8062,600,ADES ADMINISTRATION BUILDING,(602) 542-4791,1717 WEST JEFFERSON STREET,NOT AVAILABLE,PHOENIX,AZ,85007,MARICOPA,04013,LOCATED ON THE SOUTH SIDE OF WEST JEFFERSON STREET 0.05 MILES WEST OF SOUTH 17TH AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"ECONOMIC SECURITY, DEPARTMENT OF",(602) 542-4791,10404617,1,-112.0966152,33.4467128,3202
-12478106.9803,3954747.1959,601,ARIZONA DEPARTMENT OF EDUCATION,(602) 542-5393,1535 WEST JEFFERSON STREET,NOT AVAILABLE,PHOENIX,AZ,85007,MARICOPA,04013,LOCATED ON THE SOUTH SIDE OF WEST JEFFERSON STREET 0.05 MILES EAST OF SOUTH 16TH AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF EDUCATION,(602) 542-5057,10404611,1,-112.0927419,33.4467009,3209
-12477732.3904,3954869.2651,602,ATTORNEY GENERALS OFFICE BUILDING,(602) 542-8309,1275 WEST WASHINGTON STREET,NOT AVAILABLE,PHOENIX,AZ,85007,MARICOPA,04013,LOCATED ON THE SE CORNER OF SOUTH 14TH AVENUE AND WEST WASHINGTON STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,OFFICE OF THE ATTORNEY GENERAL,(602) 542-8309,10404605,1,-112.0893772,33.4476151,2926
-12478052.0972,3954853.3857,603,SUPREME COURT BUILDING,(602) 452-3300,1501 WEST WASHINGTON STREET,NOT AVAILABLE,PHOENIX,AZ,85007,MARICOPA,04013,LOCATED ON THE SW CORNER OF SOUTH 15TH AVENUE AND WEST WASHINGTON STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"COURT OF APPEALS DIVISION ONE; COMMISSION ON JUDICIAL CONDUCT; SUPREME COURT",(602) 452-3300,10404609,3,-112.0922495,33.4474968,3222
-13695390.1708,5613120.9446,604,PERRY HOUSE,(503) 378-2865,880 WINTER STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,SE SIDE OF WINTER STREET NE LESS THAN 0.1 MILES SW OF THE INTERSECTION WITH D STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,"DEPARTMENT OF ADMINISTRATIVE SERVICES; LOCAL LANDMARK",NOT AVAILABLE,10466264,NOT AVAILABLE,-123.0277835,44.9466145,2435
-13695341.5206,5613153.6656,605,HUNTINGTON HOUSE,(503) 378-2865,830 D STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,SOUTH SIDE OF D STREET NE BETWEEN WINTER STREET NE AND SUMMER STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,"DEPARTMENT OF ADMINISTRATIVE SERVICES; LOCAL LANDMARK",NOT AVAILABLE,10466261,NOT AVAILABLE,-123.027346,44.9468224,1212
-13695273.5185,5613093.2597,606,MCGILCHRIST HOUSE,(503) 378-2865,885 SUMMER STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,SW CORNER OF D STREET NE AND SUMMER STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,"DEPARTMENT OF ADMINISTRATIVE SERVICES; LOCAL LANDMARK",NOT AVAILABLE,10466241,2,-123.0267353,44.9464388,2522
-13695377.1452,5613161.5229,607,FORD HOUSE,(503) 378-2865,810 D STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,SE CORNER OF D STREET NE AND WINTER STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,NO,"DEPARTMENT OF ADMINISTRATIVE SERVICES; LOCAL LANDMARK",NOT AVAILABLE,10466240,1,-123.0276657,44.946872,1212
-9979472.5415,4836969.8583,608,BRESSMER BUILDING,(217) 782-7500,620 EAST ADAMS STREET,NOT AVAILABLE,SPRINGFIELD,IL,62701,SANGAMON,17167,LOCATED ON THE SOUTH SIDE OF EAST ADAMS STREET 0.04 MILES WEST OF SOUTH 7TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"COMMERCE AND ECONOMIC OPPORTUNITY, DEPARTMENT OF",NOT AVAILABLE,10404854,1,-89.6471268,39.8003356,1615
-9018855.1324,3402112.5186,609,FIFTH DISTRICT COURT OF APPEAL,(386) 947-1564,300 SOUTH BEACH STREET,NOT AVAILABLE,DAYTONA BEACH,FL,32114,VOLUSIA,12127,LOCATED ON THE SW CORNER OF ORANGE AVENUE AND SOUTH BEACH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"5TH, 7TH, 9TH AND 18TH CIRCUITS",(386) 947-1500,10405255,1,-81.0177537,29.2077331,5002
-8753918.1965,4270389.1007,610,HIGHWAY BUILDING,(919) 733-3109,1 SOUTH WILMINGTON STREET,NOT AVAILABLE,RALEIGH,NC,27601,WAKE,37183,LOCATED ON THE EAST SIDE OF SOUTH WILMINGTON STREET BETWEEN NEW BERN AVENUE AND EAST MORGAN STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,NORTH CAROLINA DEPARTMENT OF TRANSPORTATION,NOT AVAILABLE,10405385,1,-78.6377855,35.77998,1453
-8756809.0501,4269238.0587,611,ADAMS BUILDING,(919) 733-4534,101 BLAIR DRIVE,NOT AVAILABLE,RALEIGH,NC,27603,WAKE,37183,LOCATED ON THE NORTH SIDE OF BLAIR DRIVE BETWEEN BARBROUR DRIVE AND UMSTEAD DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,NORTH CAROLINA DEPARTMENT OF HEALTH AND HUMAN SERVICES,NOT AVAILABLE,10405383,1,-78.6637545,35.7715911,2040
